product_id,product_title,rating,total_reviews,price,top_reviews
itm413a5c3f30151,"Samsung Galaxy S25 Ultra 5G (Titanium Silverblue, 256 GB)",4.7,220,"₹1,10,999","5 Just wow! Overall Excellent phone READ MORE Sourav  Kumar Chanda Singh Gain Certified Buyer , Malkangiri 5 months ago 881 262 Permalink Report Abuse || 5 Terrific Excellent Product...I just loved it ❤️ READ MORE Khairul  Anam Certified Buyer , Thrissur 6 months ago 2008 629 Permalink Report Abuse"
itmc5f14b041aa5b,"Samsung Galaxy S25 Ultra 5G (Titanium Black, 512 GB)",4.7,220,"₹1,41,999","5 Just wow! Overall Excellent phone READ MORE Sourav  Kumar Chanda Singh Gain Certified Buyer , Malkangiri 5 months ago 881 262 Permalink Report Abuse || 5 Terrific Excellent Product...I just loved it ❤️ READ MORE Khairul  Anam Certified Buyer , Thrissur 6 months ago 2008 629 Permalink Report Abuse"
itm9beb2f2beaa5e,"Samsung Galaxy S25 Ultra 5G (Titanium Whitesilver, 256 GB)",4.7,220,"₹1,10,999","5 Just wow! Overall Excellent phone READ MORE Sourav  Kumar Chanda Singh Gain Certified Buyer , Malkangiri 5 months ago 881 262 Permalink Report Abuse || 5 Terrific Excellent Product...I just loved it ❤️ READ MORE Khairul  Anam Certified Buyer , Thrissur 6 months ago 2008 629 Permalink Report Abuse"
